check,true,within,across,pass_
A_Q4_corrdrop_true>shuffles,0.0421954295025323,0.0588812193855802,0.06404617091666234,False
B_coef_p90_true>shuffles,0.054794310742966985,0.04045170822243687,0.04402611796628063,True
C_nonessential_median_shift_true>shuffles,0.00028397035997369813,-0.0002073621157680488,-0.0003294929154233975,True
