cell_line,psi_true,ci_t_lo,ci_t_hi,psi_rot,ci_r_lo,ci_r_hi,psi_diff,n_genes,p_two_sided,q_fdr
ACH-000471,,,,,,,,150,,1.0
ACH-000473,,,,,,,,150,,1.0
ACH-000475,4.359571229850298,-4.011888629152687,14.048821432025052,,,,,150,,1.0
ACH-000476,,,,,,,,150,,1.0
ACH-000477,,,,,,,,150,,1.0
ACH-000478,9.8694858335335,3.712383129777982,16.026588537289015,,,,,150,,1.0
ACH-000479,,,,,,,,150,,1.0
ACH-000480,,,,,,,,150,,1.0
ACH-000481,-9.986275442246097,-9.986275442246097,-9.986275442246097,,,,,150,,1.0
ACH-000483,,,,7.178651318124636,7.178651318124636,7.178651318124636,,150,,1.0
ACH-000484,,,,,,,,150,,1.0
ACH-000486,,,,6.062170888246753,6.062170888246753,6.062170888246753,,150,,1.0
ACH-000487,79.90776011625655,79.90776011625655,79.90776011625655,,,,,150,,1.0
ACH-000488,,,,-8.69347405433682,-8.69347405433682,-8.69347405433682,,150,,1.0
ACH-000490,,,,,,,,150,,1.0
ACH-000496,,,,,,,,150,,1.0
ACH-000498,,,,,,,,150,,1.0
ACH-000499,,,,,,,,150,,1.0
ACH-000500,-1.224922253327252,-1.224922253327252,-1.224922253327252,,,,,150,,1.0
ACH-000503,,,,,,,,150,,1.0
ACH-000504,0.0,0.0,0.0,,,,,150,,1.0
ACH-000505,,,,,,,,150,,1.0
ACH-000507,,,,,,,,150,,1.0
ACH-000510,,,,,,,,150,,1.0
ACH-000511,,,,,,,,150,,1.0
ACH-000514,-15.356212906730493,-15.356212906730493,-15.356212906730493,,,,,150,,1.0
ACH-000515,,,,,,,,150,,1.0
ACH-000516,,,,,,,,150,,1.0
ACH-000517,,,,,,,,150,,1.0
ACH-000520,,,,,,,,150,,1.0
ACH-000521,,,,,,,,150,,1.0
ACH-000522,-3.044288236113052,-3.044288236113052,-3.044288236113052,,,,,150,,1.0
ACH-000524,,,,,,,,150,,1.0
ACH-000525,2.9828006153616724,2.9828006153616724,2.9828006153616724,,,,,150,,1.0
ACH-000528,,,,,,,,150,,1.0
ACH-000532,,,,,,,,150,,1.0
ACH-000533,,,,-25.044898129019003,-25.044898129019003,-25.044898129019003,,150,,1.0
ACH-000535,,,,,,,,150,,1.0
ACH-000537,,,,,,,,150,,1.0
ACH-000541,,,,,,,,150,,1.0
ACH-000542,,,,,,,,150,,1.0
ACH-000544,12.185062754900724,12.185062754900724,12.185062754900724,,,,,150,,1.0
ACH-000545,,,,,,,,150,,1.0
ACH-000547,,,,,,,,150,,1.0
ACH-000548,4.70170016182512,4.70170016182512,4.70170016182512,,,,,150,,1.0
ACH-000550,,,,,,,,150,,1.0
ACH-000551,,,,,,,,150,,1.0
ACH-000552,,,,,,,,150,,1.0
ACH-000554,,,,,,,,150,,1.0
ACH-000557,,,,,,,,150,,1.0
ACH-000559,,,,,,,,150,,1.0
ACH-000570,,,,,,,,150,,1.0
ACH-000573,-5.731744170280317,-9.362282416962978,-2.1012059235976555,,,,,150,,1.0
ACH-000576,,,,,,,,150,,1.0
ACH-000579,,,,,,,,150,,1.0
ACH-000580,,,,,,,,150,,1.0
ACH-000581,,,,,,,,150,,1.0
ACH-000585,,,,-5.191951809509735,-5.535654697373937,-4.848248921645532,,150,,1.0
ACH-000587,,,,,,,,150,,1.0
ACH-000588,,,,,,,,150,,1.0
ACH-000589,,,,,,,,150,,1.0
ACH-000592,,,,,,,,150,,1.0
ACH-000593,,,,,,,,150,,1.0
ACH-000595,6.75528101636082,6.75528101636082,6.75528101636082,,,,,150,,1.0
ACH-000596,1.1924249428599407,-0.9799818905431719,3.364831776263053,,,,,150,,1.0
ACH-000599,,,,,,,,150,,1.0
ACH-000602,,,,,,,,150,,1.0
ACH-000605,10.24824307483011,10.24824307483011,10.24824307483011,,,,,150,,1.0
ACH-000607,,,,,,,,150,,1.0
ACH-000608,,,,17.14422071515785,17.14422071515785,17.14422071515785,,150,,1.0
ACH-000614,,,,,,,,150,,1.0
ACH-000616,,,,,,,,150,,1.0
ACH-000618,,,,,,,,150,,1.0
ACH-000620,16.9444767829313,16.9444767829313,16.9444767829313,,,,,150,,1.0
ACH-000621,,,,5.383597973118643,5.383597973118643,5.383597973118643,,150,,1.0
ACH-000622,,,,,,,,150,,1.0
ACH-000623,0.0,0.0,0.0,,,,,150,,1.0
ACH-000624,,,,,,,,150,,1.0
ACH-000627,37.137583122727236,37.137583122727236,37.137583122727236,,,,,150,,1.0
ACH-000630,,,,,,,,150,,1.0
ACH-000632,,,,,,,,150,,1.0
ACH-000633,,,,,,,,150,,1.0
ACH-000634,,,,,,,,150,,1.0
ACH-000637,,,,,,,,150,,1.0
ACH-000639,,,,,,,,150,,1.0
ACH-000645,,,,,,,,150,,1.0
ACH-000647,,,,-2.549672181378661,-2.549672181378661,-2.549672181378661,,150,,1.0
