cell_line,k_dir_true,n_genes_true,k_dir_rot,n_genes_rot,rate_true_raw,rate_rot_raw,rate_true_eb,rate_rot_eb,post_diff_mean,post_diff_lo,post_diff_hi,post_prob_gt0,split_half_rho,n_reps
ACH-000087,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.00175061705963588,-0.008946372497614655,0.0012039983643446052,0.118,,
ACH-000090,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017943659782892348,-0.009509179920531864,0.0015482810841110867,0.127,,
ACH-000092,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.00900485322311788,-0.022742495225584424,-0.0011590664541083259,0.007,,
ACH-000093,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017667745899250767,-0.008956214666592861,0.0018224879413583335,0.104,,
ACH-000095,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005287865786166508,-0.015741523308726437,-0.00019624815486844993,0.022,,
ACH-000096,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017930830606146173,-0.009835991008479088,0.0015611568666292015,0.11,,
ACH-000097,1,150,1,150,0.006666666666666667,0.006666666666666667,0.0037485418157616047,0.005665238227342146,-0.0020617207183456976,-0.015601734820858013,0.008775282289309818,0.375,,
ACH-000098,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.009103305016889057,-0.023193631401467813,-0.001078917293173636,0.012,,
ACH-000099,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0016685769421712555,-0.009303531014826208,0.0019873544514704515,0.116,,
ACH-000101,1,150,2,150,0.006666666666666667,0.013333333333333334,0.0037485418157616047,0.009230466070727653,-0.005545365240770266,-0.020409637728270823,0.006500888133977996,0.178,,
ACH-000108,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005309819920648163,-0.016667888878566756,-8.016621817234162e-06,0.024,,
ACH-000111,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005431468551441694,-0.017452039400411814,3.6879482636352186e-05,0.026,,
ACH-000113,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017887561195642197,-0.009278376719029568,0.0016582577738404338,0.107,,
ACH-000114,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005532438573835246,-0.018207826177538196,0.0002172425366915495,0.028,,
ACH-000116,1,150,1,150,0.006666666666666667,0.006666666666666667,0.0037485418157616047,0.005665238227342146,-0.0018994143415658998,-0.014134704465835687,0.009787748933821252,0.344,,
ACH-000118,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018956848962820927,-0.01006398378217575,0.001974338607046152,0.111,,
ACH-000120,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005141678491512835,-0.01532398345902569,6.0580482514520695e-05,0.026,,
ACH-000123,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0019079150475282134,-0.009965189162171489,0.001703990366844101,0.119,,
ACH-000127,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017345100273848913,-0.009343106169223025,0.0020876632869649804,0.129,,
ACH-000128,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017317746380809949,-0.009254219363254216,0.0018794028931653356,0.116,,
ACH-000132,0,150,3,150,0.0,0.02,0.00029840054916293457,0.012795693914113157,-0.012341225902708532,-0.027721652874008764,-0.0028313831944938284,0.005,,
ACH-000133,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.008629914521867944,-0.022920243703533513,-0.0009272593988992851,0.01,,
ACH-000137,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017459916324998473,-0.009454861713737762,0.0021348761140522286,0.118,,
ACH-000139,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.009189074724418754,-0.023973200283017658,-0.0013006698952071013,0.006,,
ACH-000141,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005324120553504002,-0.01624329674978595,9.071956287837788e-05,0.03,,
ACH-000142,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005481587756836272,-0.01640485974031759,-0.00013134103530587613,0.02,,
ACH-000143,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017320273179198622,-0.010400112009666188,0.0012361501299258386,0.11,,
ACH-000144,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005458163434498578,-0.01659528388195606,0.00012594225342724556,0.028,,
ACH-000145,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005148426587581405,-0.016066387748110342,0.00043479098121791503,0.036,,
ACH-000146,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005400115769920975,-0.016957874860656728,0.00018265279093610705,0.026,,
ACH-000147,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017955518310012431,-0.009629456252577788,0.0019424867942298427,0.116,,
ACH-000148,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017415544443377213,-0.009783976801289012,0.0021171220989802016,0.126,,
ACH-000151,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018419806012335276,-0.009957355216845305,0.0020928322284392066,0.111,,
ACH-000152,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018377570474259245,-0.008668868864716468,0.0016298948198272703,0.099,,
ACH-000153,0,150,3,150,0.0,0.02,0.00029840054916293457,0.012795693914113157,-0.012158897826553288,-0.02736195628941464,-0.0023915980074990786,0.008,,
ACH-000155,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018807168685515863,-0.009704103376347403,0.0016459749091872497,0.121,,
ACH-000159,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017479253046075321,-0.009667467394324862,0.001921985994451267,0.116,,
ACH-000160,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001673352883648254,-0.008280786811521333,0.0014562372288228083,0.111,,
ACH-000163,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017835239912940045,-0.00909118644939729,0.001863661623859787,0.107,,
ACH-000164,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0019101460311312826,-0.01029817620289311,0.002133799330801445,0.106,,
ACH-000167,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0019603824139736345,-0.01011801987500569,0.0021999129343516304,0.122,,
ACH-000168,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017723552278277677,-0.009324104028180496,0.0018754808569626555,0.116,,
ACH-000169,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001772945244409752,-0.008851542091508194,0.002071887598986765,0.099,,
ACH-000172,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017203956673213696,-0.008826771338127887,0.0014009103765405882,0.104,,
ACH-000174,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018932810777188686,-0.009767894970241654,0.0009661394881957995,0.102,,
ACH-000182,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018769002099356914,-0.009844298615876037,0.0010973390332953978,0.097,,
ACH-000183,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0016905359101495269,-0.008727234454387124,0.00201346359616017,0.111,,
ACH-000187,0,150,3,150,0.0,0.02,0.00029840054916293457,0.012795693914113157,-0.012457227851569792,-0.02770300381345614,-0.0024774992766065556,0.005,,
ACH-000188,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005309193768642836,-0.016861187460760957,-0.00020657965540799792,0.018,,
ACH-000189,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018350225298143677,-0.009305219583522217,0.0015925085269863262,0.127,,
ACH-000190,1,150,0,150,0.006666666666666667,0.0,0.0037485418157616047,0.002100010383956642,0.0015333535192878743,-0.007393419172258443,0.012231763047303345,0.656,,
ACH-000191,1,150,2,150,0.006666666666666667,0.013333333333333334,0.0037485418157616047,0.009230466070727653,-0.005729818067942934,-0.02039486784876036,0.006472828417062946,0.155,,
ACH-000192,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005096725739262309,-0.016897822635186632,0.0003366636294048804,0.031,,
ACH-000195,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017321300924310003,-0.00865079477490058,0.0020334323193751873,0.113,,
ACH-000198,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018009731673109353,-0.010999828523578902,0.0020771141762519246,0.125,,
ACH-000200,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018896661377093313,-0.009634344719524165,0.0021033682796631633,0.105,,
ACH-000202,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017576673604542189,-0.010055396951778397,0.001965674431568365,0.095,,
ACH-000203,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.008811359065287199,-0.02295360541584689,-0.0015212639197172081,0.005,,
ACH-000204,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018301770740793183,-0.009614082296268204,0.0020658726116857687,0.127,,
ACH-000206,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005592340673124182,-0.018243360641964322,8.254318294486157e-05,0.027,,
ACH-000207,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005186881795985814,-0.016827061213812677,-0.00016409762713903706,0.017,,
ACH-000210,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017981215924606493,-0.008573473653405602,0.0018089636162187041,0.107,,
ACH-000211,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018447644859516136,-0.010250260718311503,0.0011872879234210171,0.108,,
ACH-000212,0,150,3,150,0.0,0.02,0.00029840054916293457,0.012795693914113157,-0.012546171834931638,-0.028428069378684223,-0.002419967698504797,0.002,,
ACH-000215,1,150,1,150,0.006666666666666667,0.006666666666666667,0.0037485418157616047,0.005665238227342146,-0.0020319607780769195,-0.013964706815467196,0.00836411239579567,0.339,,
ACH-000216,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017162001752114913,-0.009293062679754415,0.0025912676902712455,0.109,,
ACH-000217,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.009207631308062443,-0.023188371751472616,-0.0013057925210944493,0.005,,
ACH-000219,0,150,3,150,0.0,0.02,0.00029840054916293457,0.012795693914113157,-0.012785162192867154,-0.029229176640601272,-0.0027928305847458503,0.002,,
ACH-000221,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0019876282075295577,-0.010548398468540691,0.0018051516419628005,0.101,,
ACH-000222,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.00512999991411773,-0.016665158265745033,0.000193704016956605,0.029,,
ACH-000223,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018777571901971175,-0.008935367902755828,0.0013142833002360733,0.106,,
ACH-000226,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.00543548357129487,-0.017183865175971928,-1.4769303056530904e-05,0.025,,
ACH-000227,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0016867279394814634,-0.008892790445986704,0.0017357051806276128,0.119,,
ACH-000228,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017373618979264938,-0.00947337808264929,0.0018046438117430466,0.112,,
ACH-000231,1,150,0,150,0.006666666666666667,0.0,0.0037485418157616047,0.002100010383956642,0.0017958351558454632,-0.007030137551622113,0.012223476814792298,0.691,,
ACH-000232,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001747454868241029,-0.008942681893646,0.0013500421256732514,0.104,,
ACH-000233,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.008795197430622438,-0.022474096938125056,-0.001006950119796456,0.012,,
ACH-000234,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.008907501437108317,-0.023345973513299735,-0.001191271202581155,0.006,,
ACH-000235,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005431774376061358,-0.016897023033874987,-0.00010647102717980526,0.017,,
ACH-000237,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001826773361639665,-0.009269882367717393,0.001901466898848081,0.107,,
ACH-000238,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005537429523029571,-0.017217696220207062,4.529074867356668e-05,0.028,,
ACH-000243,0,150,3,150,0.0,0.02,0.00029840054916293457,0.012795693914113157,-0.012293002932786103,-0.029308644187776366,-0.0028643684138550413,0.0,,
ACH-000244,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001671843062490831,-0.008728283318732136,0.0017765517801648998,0.112,,
ACH-000246,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005363943470785969,-0.016028569574340103,-4.401403699679071e-05,0.022,,
ACH-000247,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017291058960208741,-0.009106517443631482,0.001504253019167242,0.107,,
ACH-000248,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017676791550132855,-0.008873567799378649,0.001528136770512309,0.117,,
ACH-000249,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017748131990626608,-0.009171025781416913,0.002870258860411554,0.115,,
ACH-000250,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005287052406147808,-0.01675700272991557,0.00016268965305854332,0.028,,
ACH-000251,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017707494741530786,-0.009161632179377167,0.0015991537745535993,0.101,,
ACH-000253,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0016656790902728911,-0.009417364706587189,0.0022229435965314963,0.119,,
ACH-000256,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.009124139074943225,-0.022155758753212466,-0.0010796925601474418,0.01,,
ACH-000257,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017729851622755503,-0.008886205407510152,0.0021976847472207107,0.093,,
ACH-000258,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017220169460547947,-0.008963857929821779,0.0019239091812147157,0.128,,
ACH-000259,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005159501401595182,-0.01510930409480923,-3.8277969445615763e-05,0.025,,
ACH-000260,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0016826864177327018,-0.008913750145719483,0.0025691192904223827,0.12,,
ACH-000261,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005561529607792692,-0.016836132337203533,-0.00012662858523711026,0.022,,
ACH-000262,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.0052593846419426195,-0.017651851086155468,-2.860906022646798e-06,0.025,,
ACH-000263,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001826475172562665,-0.009306897499684458,0.0019091902174948176,0.12,,
ACH-000264,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001832718724575022,-0.009813385667875728,0.0017589016284020995,0.107,,
ACH-000265,1,150,2,150,0.006666666666666667,0.013333333333333334,0.0037485418157616047,0.009230466070727653,-0.005762408399591791,-0.02130589010746129,0.00622370975248636,0.156,,
ACH-000272,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005304834866371389,-0.015766397889363085,0.00022954852447367325,0.03,,
ACH-000273,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.008717080682848436,-0.02183107725086061,-0.0007004114764039738,0.014,,
ACH-000276,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005451795579381831,-0.017685825118933875,-8.515107332805932e-05,0.023,,
ACH-000277,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017705651256478296,-0.009315763681563269,0.0016513317882518007,0.115,,
ACH-000278,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005269547661713873,-0.016301604232802146,7.223871126524955e-05,0.026,,
ACH-000279,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0016305055859716635,-0.00939408510444627,0.0020057873065190573,0.123,,
ACH-000280,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005242749705493088,-0.01635345889029264,-9.578232740746255e-05,0.024,,
ACH-000281,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018327389180946005,-0.009370900245991286,0.0018608616365173411,0.096,,
ACH-000286,1,150,1,150,0.006666666666666667,0.006666666666666667,0.0037485418157616047,0.005665238227342146,-0.0018788434165294924,-0.014493999089811133,0.010284368291273398,0.357,,
ACH-000288,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005657826561008617,-0.017325248713742643,-0.0001313831952338305,0.02,,
ACH-000290,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001765690708955328,-0.009210789610883926,0.0018535582586956438,0.107,,
ACH-000291,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017837122458730123,-0.008333378032329902,0.0018199335822647583,0.103,,
ACH-000292,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001728787963304585,-0.008757228028623209,0.0016525480825342232,0.124,,
ACH-000293,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001795163569105572,-0.009741158668109156,0.0019897256244367123,0.11,,
ACH-000295,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001909564722033123,-0.009954043462078607,0.0018069548911451912,0.094,,
ACH-000302,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.0052892455788039585,-0.017333403090061834,1.4541842612049313e-05,0.027,,
ACH-000304,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.008759434601167997,-0.02300130430719887,-0.0006551138547966028,0.014,,
ACH-000307,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.008552745934836443,-0.022622574397354406,-0.0010872586054195116,0.008,,
ACH-000308,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018223983160729315,-0.008662395675834544,0.002726998490726747,0.121,,
ACH-000310,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0019086225573493154,-0.010176395877681148,0.0018490343487715282,0.107,,
ACH-000311,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0019634994724576516,-0.009992284138738344,0.0010763022878781242,0.092,,
ACH-000312,1,150,0,150,0.006666666666666667,0.0,0.0037485418157616047,0.002100010383956642,0.0015910176815785,-0.007911212471776561,0.011940508393183188,0.685,,
ACH-000313,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001766137291716184,-0.009293400251008367,0.002938732701856248,0.113,,
ACH-000315,1,150,2,150,0.006666666666666667,0.013333333333333334,0.0037485418157616047,0.009230466070727653,-0.005154457163387744,-0.01944570108063295,0.006724172733946189,0.193,,
ACH-000316,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018062608068993436,-0.009352951504644,0.0015770594925814093,0.091,,
ACH-000317,2,150,2,150,0.013333333333333334,0.013333333333333334,0.007198683082360276,0.009230466070727653,-0.0021912163491039052,-0.01610708841102954,0.01149606478477551,0.368,,
ACH-000318,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.008978505647806593,-0.023672874208410213,-0.0011502191705683757,0.011,,
ACH-000319,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017529289653488587,-0.009880796782438105,0.0026025119605947392,0.113,,
ACH-000320,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001732283399657833,-0.009459696763671359,0.0018789486897713647,0.138,,
ACH-000322,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.001806488342335686,-0.010546376146457722,0.0019092549952440094,0.135,,
ACH-000323,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017254183903225033,-0.008448586853852146,0.0021789539985030246,0.113,,
ACH-000324,1,150,1,150,0.006666666666666667,0.006666666666666667,0.0037485418157616047,0.005665238227342146,-0.001732772989301499,-0.014173390704892043,0.010095529154255973,0.353,,
ACH-000325,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017830437269299346,-0.010258393677133415,0.0019564036325314285,0.111,,
ACH-000326,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0016987530240136937,-0.009157834053797177,0.00200261773118599,0.135,,
ACH-000329,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017142237938967107,-0.008925187949929712,0.0017226678975336472,0.108,,
ACH-000330,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017441020836346185,-0.009273650807435913,0.001973618073523608,0.119,,
ACH-000331,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017574549103869432,-0.009225368481328287,0.001700885260619029,0.109,,
ACH-000332,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.008751039564131317,-0.02203401092261276,-0.0015323243209147714,0.007,,
ACH-000334,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018688819383502124,-0.009701016537050185,0.0014751267692663676,0.098,,
ACH-000335,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005532988915434996,-0.016508743889186835,-0.00020101057451679536,0.019,,
ACH-000336,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017442369217373637,-0.009060831670923059,0.001954934247116189,0.113,,
ACH-000337,0,150,3,150,0.0,0.02,0.00029840054916293457,0.012795693914113157,-0.012357078758012048,-0.030091200003725987,-0.0023072347702604358,0.009,,
ACH-000338,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017718989397405723,-0.009460073805583676,0.0020585326440763652,0.123,,
ACH-000341,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017651577088933154,-0.009201673999017244,0.0017224572478687272,0.114,,
ACH-000343,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017670569514839465,-0.010481798464505164,0.0025110538021453385,0.114,,
ACH-000344,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.0054091904454276135,-0.01631704495986644,-1.2478481925874368e-05,0.025,,
ACH-000345,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005612380116797691,-0.016645764022995918,-0.00010936897455833281,0.018,,
ACH-000348,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.008477458166041398,-0.021202870688890957,-0.0008673768512929595,0.012,,
ACH-000350,1,150,1,150,0.006666666666666667,0.006666666666666667,0.0037485418157616047,0.005665238227342146,-0.0022533154409610547,-0.015579313968924575,0.009897966565644489,0.34,,
ACH-000352,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005216274481904534,-0.016415711784913373,0.0005511953580018111,0.033,,
ACH-000354,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0016990923282461665,-0.00870871178560236,0.0017248658761177462,0.105,,
ACH-000355,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.008830656207497779,-0.022147480587142877,-0.0011433813393601786,0.009,,
ACH-000356,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017714388951683127,-0.010626767663747393,0.0023110879080887343,0.128,,
ACH-000359,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018204144188969037,-0.009204134427855675,0.001675633293865594,0.117,,
ACH-000361,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005510132623290191,-0.017479350985260503,0.0002799710785461749,0.031,,
ACH-000362,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.0053307503979214505,-0.016069080500490215,8.24597535328485e-05,0.03,,
ACH-000363,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017556580321545637,-0.009236277941410225,0.001446176741932607,0.115,,
ACH-000364,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0016985438909060439,-0.009809083861299596,0.0022234851065999913,0.135,,
ACH-000365,0,150,3,150,0.0,0.02,0.00029840054916293457,0.012795693914113157,-0.012308596332183175,-0.02769317925373598,-0.002469103996391286,0.003,,
ACH-000366,1,150,4,150,0.006666666666666667,0.02666666666666667,0.0037485418157616047,0.01636092175749866,-0.011783544386216224,-0.028843053414194263,0.0024227740850022426,0.049,,
ACH-000367,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005358769727766538,-0.01574053507269375,1.1376711508555207e-06,0.026,,
ACH-000368,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018337628145682692,-0.009211660375794241,0.0021906255726408634,0.102,,
ACH-000370,0,150,2,150,0.0,0.013333333333333334,0.00029840054916293457,0.009230466070727653,-0.008644428161439979,-0.022091838298887046,-0.0011062288062474582,0.011,,
ACH-000371,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0018634311158163962,-0.009727113370042482,0.0011606013450882093,0.084,,
ACH-000373,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0017920034947057695,-0.009583782161914077,0.0021673543471222747,0.118,,
ACH-000374,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0016319121097175806,-0.009228285944264844,0.0022104549983250656,0.126,,
ACH-000375,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.0055261823261714945,-0.016372855157757615,-7.999960071259309e-05,0.023,,
ACH-000376,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0019029604505836238,-0.009302758321340358,0.0018595093746905799,0.126,,
ACH-000377,0,150,0,150,0.0,0.0,0.00029840054916293457,0.002100010383956642,-0.0019006646954087849,-0.009874213638931184,0.001607648187975786,0.109,,
ACH-000378,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.005447747740624616,-0.016149257124077235,0.00010670336254116882,0.027,,
ACH-000381,0,150,1,150,0.0,0.006666666666666667,0.00029840054916293457,0.005665238227342146,-0.0052086777782683995,-0.016373590260218788,0.00011173276445622947,0.029,,
