n_genes,rho_true,rho_rotate
120,-0.23467233380559485,0.02357140872850515
120,-0.18019022220370237,0.07896756360706857
120,-0.21309414673445007,-0.0073964497041420114
120,-0.18531405394894016,-0.0024724282579103815
120,-0.19308553490568656,0.0010070283634747337
120,-0.13213116234169853,-0.01819229874400564
120,-0.19691918771008693,0.04157985387671194
120,-0.09143817540350585,0.007333944495374615
120,-0.18014001166763893,-0.09031308164569268
120,-0.18008445148206795,0.048656832513820594
120,-0.27546105792436254,-0.05393796075408277
120,-0.19367317174803803,0.08745746232377247
120,-0.2019723591916105,-0.034342662684908674
120,-0.20126677223101924,0.017209767480623382
120,-0.10261271772647719,0.05424063116370808
120,-0.1965649915270717,-0.022654665666583324
120,-0.2286162735783537,0.02368252909964719
120,-0.09145774012084171,-0.012014723244669767
120,-0.1746689862802496,-0.02254678292514385
120,-0.232075949982464,0.0069900930276165976
120,-0.16273061577406686,-0.07889811409859747
120,-0.15792982748562379,0.0009097980387254491
120,-0.17974414534544544,-0.04718448759618857
120,-0.19210628663499732,-0.04588576825846598
120,-0.19729563614013523,-0.08287062598314461
120,-0.1500937565108688,-0.04278769358983262
120,-0.1938787203233569,0.0016008111702589427
120,-0.2639803316943078,-0.03680167791760424
120,-0.2396866405533794,-0.028155124038114286
120,-0.17886373659190427,-0.055243611513339515
120,-0.19784982081840152,0.05855349056865849
120,-0.18314182631372428,-0.06496654269929404
120,-0.22458816012445482,-0.003333611134261188
120,-0.19971803205822705,0.0048267911214823446
120,-0.1841611800983415,-0.0018195960774508983
120,-0.1836403033586132,-0.04885129316331916
120,-0.17946634441759032,-0.03652387698974914
120,-0.24138122621329552,0.0039169930827568965
120,-0.14721365669361333,0.13038586548879072
120,-0.15078339861655135,0.007771480956746395
120,-0.26476511931549845,-0.03567658415979109
120,-0.21102452982192957,0.026807789538017057
120,-0.1963511228249282,-0.04336080061393366
120,-0.24333277773147755,-0.020480873406117175
120,-0.23563870976703163,-0.03188774181450731
120,-0.2408325693807817,-0.023140817290329747
120,-0.20746998913115194,-0.039659141812423825
120,-0.15700797627604793,-0.05283371356939221
120,-0.1573464455371281,-0.026550823679751083
120,-0.15449204100341693,-0.02596744173125538
120,-0.20936466927799535,0.04999027696752507
120,-0.15475781220158416,-0.059980067991068794
120,-0.1624835057990138,-0.053413431488297795
120,-0.1875572964413701,-0.003632247131705419
120,-0.21020629976491342,-0.018428427072807396
120,-0.16345112092674385,0.04046865016529155
120,-0.21355946328860737,-0.042350751451509835
120,-0.18642525766036055,0.014390088062894128
120,-0.13608978432455143,0.009775018317307859
120,-0.15258215962441313,-0.032169347445620465
120,-0.24165998215147638,-0.045916542525670276
120,-0.20719087701752922,-0.04081590132511042
120,-0.10642553546128843,-0.13583076367475064
120,-0.289837106177881,-0.015164300174665517
120,-0.16378448204017,0.013820596160791178
120,-0.18799634695585443,-0.007198441553029908
120,-0.19500930633108313,-0.008271522626885573
120,-0.1526534920949097,-0.01397671357980964
120,-0.23887407283940323,0.07970803122482428
120,-0.20594077284218126,-0.0007153373892268798
120,-0.1598276263199747,0.003357883734577869
120,-0.2500208350695891,0.015063755312942743
120,-0.16718927421791172,-0.027567982387604655
120,-0.21387198933244433,-0.07170736450259743
120,-0.2066700002778009,0.048698502652998854
120,-0.19751787456724276,-0.013858649415408764
120,-0.26457065866599994,-0.04935827985665472
120,-0.1741718174873255,-0.01882075144107229
120,-0.18717684275589538,0.0651332215196247
120,-0.15347112259354945,0.00027085590465872155
120,-0.219532183237492,-0.008479873322776896
120,-0.24149234658443752,0.019765536016890295
120,-0.23466641664843618,0.020407738064233853
120,-0.18230148726122392,-0.02288014056580515
120,-0.2515140150568103,-0.010306414423424174
120,-0.2153552330022918,-0.07688033891242446
120,-0.17335639057014576,0.02058136183541161
120,-0.18064699836097448,-0.05404617051420952
120,-0.18430008056226907,-0.05342111842653554
120,-0.14244044725328145,0.03344676713660671
120,-0.17077812039892212,0.011445398227630077
120,-0.24421479567741752,0.00929938605994944
120,-0.1615013594741283,-0.025213644050434234
120,-0.20362525175359394,-0.04197513716230293
120,-0.2047614583007789,0.04029113233951087
120,-0.20547545628802397,-0.02933577798149846
120,-0.16007583965330444,-0.07335333500013888
120,-0.12237825374336748,-0.0390657554796233
120,-0.21710958090694113,-0.05876470159282448
120,-0.1418054788717233,-0.006267818139517117
120,-0.1713382873810681,-0.07322730745190638
120,-0.21226074395088482,-0.017723699197155315
120,-0.22931880449616118,-0.0021911319922633247
120,-0.17880656721393448,0.0037989276884184786
120,-0.12464233130538654,-0.09746645553796149
120,-0.12295469066866681,-0.03338472650498652
120,-0.1776328582937467,0.021772647720643384
120,-0.2587931758912977,-0.024220516079297448
120,-0.16974331194266187,-0.02378670444759285
120,-0.2460274467316721,0.0376767508403478
120,-0.11218990471428174,0.006465816595827429
120,-0.21901825152096005,-0.08721560130010833
120,-0.19381621576573294,0.017539473364377264
120,-0.13161513459454954,-0.04021862933022196
120,-0.2302622440758952,-0.04724004778175958
120,-0.15359613301108424,-0.05841459010473094
120,-0.227985373933516,-0.054194923935425854
120,-0.2553337778148178,0.05659499402728004
120,-0.1269966941689585,-0.011160652276578602
120,-0.2032405140652617,-0.06316085547904533
100,-0.1597789365672761,-0.04545481821073032
100,-0.16257523297469528,0.0783743076766137
100,-0.13868586858685866,0.07348334833483347
100,-0.22374571704600688,-0.11634633271126739
100,-0.17323236263043879,0.05128743646826563
100,-0.14246110087669292,0.13167195722746608
100,-0.2638899723370677,0.009511008166865686
100,-0.0931238711303398,-3.0003180337115735e-05
100,-0.1801783421144222,0.02688333353335814
100,-0.18182254599570347,-0.02135064748028756
100,-0.16477146577537216,-0.04096634243229782
100,-0.22305965939776534,-0.10378886981985767
100,-0.13820913793310372,0.10038044717544976
100,-0.2005592592814838,0.0649688867019904
100,-0.2571438858418444,-0.14280570790778058
100,-0.08953110185663023,-0.0793418383879601
100,-0.12434443444344431,-0.1221122112211221
100,-0.24381184405546988,0.003690391181465235
100,-0.2022394373803623,0.027080870572280657
100,-0.1836614681156202,0.006210658329782956
100,-0.1976189476084465,-0.015595653139232758
100,-0.22994851361568838,-0.08361436818165453
100,-0.2280661750145515,-0.05570390461388907
100,-0.23219279190619638,-0.048714040541027084
100,-0.1306210621062106,-0.019537953795379537
100,-0.11037503750375037,0.027698769876987696
100,-0.27971197119711966,-0.10484248424842482
100,-0.16574356881829472,-0.04565883983702272
100,-0.29167716771677166,0.03407140714071406
100,-0.2636006864851242,-0.007332909280750814
100,-0.10660129973777219,-0.0975043354595587
100,-0.10152476162473222,0.012763352915409032
100,-0.18477758642416092,-0.11764247010183079
100,-0.13492949294929493,0.09225322532253223
100,-0.18124212421242122,-0.10371437143714371
100,-0.1661276095266098,-0.04136238441274775
100,-0.18370947320415962,-0.02720088329362912
100,-0.17504950495049504,-0.025250525052505246
100,-0.19355051635473358,-0.1650114912180691
100,-0.14484935403152735,0.09101164723460686
100,-0.16144401905836325,0.00408050598274186
100,-0.14171702200433245,-0.016015697663952378
100,-0.19598677459810737,0.011695239695407712
100,-0.21113238003228338,0.0046024878637135535
100,-0.13853668488859816,-0.03615383230622445
100,-0.13227202083420841,-0.06355273659007854
100,-0.19939513588440372,-0.01432351829293905
100,-0.22099742572712705,-0.032121404868916105
100,-0.08790331775168167,0.07740220463369116
100,-0.08547254725472547,0.05410141014101409
100,-0.19295529552955293,0.06924692469246925
100,-0.37110111011101105,-0.07741974197419742
100,-0.1759566514050489,-0.023168455856320765
100,-0.17782884985808492,0.0912036675887644
100,-0.175977821249835,0.08926706911657045
100,-0.1965316531653165,0.025238523852385238
100,-0.1581947686454764,0.03720994425409093
100,-0.18358946048281113,0.04017425847139796
100,-0.18866599859585115,-0.19479864865675758
100,-0.2372277227722772,-0.10228622862286227
100,-0.21837907900579676,0.09070724769871465
100,-0.31188718871887183,0.09363336333633362
100,-0.21196046780958783,0.07977845651639073
100,-0.09829641942045855,0.06032439438580489
100,-0.13608842537308954,-0.032433437944422105
100,-0.10008040997083639,-0.016298020954598372
100,-0.10378886981985767,-0.11850269433409744
100,-0.12538329062880665,0.036441862837460766
100,-0.1138461169184979,0.030627797846933022
100,-0.1641233970800905,0.13695251696679847
100,-0.08582264200760896,0.006060751533190116
100,-0.22274762070496743,0.15594733746984626
100,-0.15674261471716,0.06568896303008119
100,-0.2721872187218722,0.08046804680468046
100,-0.12061495625457558,0.06878052878556941
100,-0.14784633294528524,0.03980893630810221
100,-0.1695090191183707,0.08555860926754918
100,-0.19813981398139813,-0.05062106210621061
100,-0.12831683168316832,0.09219321932193218
100,-0.22683468346834684,0.06522652265226522
100,-0.17611761176117607,0.004884488448844884
100,-0.29788893822834034,-0.1156703431225472
100,-0.12852393696818407,0.020222507590941276
100,-0.19585228568342478,0.010045245610455698
100,-0.08223871730403422,-0.05513984482355129
100,-0.17203720372037204,0.03726372637263726
100,-0.21661696139790815,-0.004050429345510623
100,-0.16196008305029824,0.013849717364953256
100,-0.21304530453045303,-0.03521152115211521
100,-0.08640315873482587,0.037233946798360625
100,-0.2888328832883288,-0.04373237323732372
100,-0.1704290429042904,-0.06096609660966095
100,-0.15125475558969315,0.07100080409970837
100,-0.1771257125712571,0.010333033303330331
100,-0.2087848784878488,-0.04219621962196219
100,-0.02455504482555837,-0.0394968976153043
100,-0.18169325948550547,-0.15927488313761257
100,-0.09686168616861685,-0.1032943294329433
100,-0.1884739782416936,-0.008922945832258217
100,-0.15527525413151233,-0.07973788749804976
100,-0.23160655029433116,0.006366674867535959
100,-0.14498997875736594,-0.10844544723545721
100,-0.19817581758175817,-0.010549054905490548
100,-0.1548191975805,-0.029511659445771277
100,-0.21708970897089708,-0.03207920792079208
100,-0.19960396039603961,-0.007248724872487248
100,-0.17072409675425593,0.04685896705050735
100,-0.18389438943894387,-0.003504350435043504
100,-0.14622950032703466,-0.04839512988376768
100,-0.16549154210346295,-0.009426999261921762
100,-0.18066606660666065,0.03936393639363936
100,-0.22306630663066304,-0.15007500750075006
100,-0.22919241986006267,-0.046601778620548956
100,-0.20933218921205646,-0.018511962268000406
100,-0.17268526852685265,0.07405940594059406
100,-0.04192119822858034,0.020102492709095927
100,-0.07374914489396685,0.037588660993963255
100,-0.13484548454845482,-0.010837083708370835
100,-0.2320607755361665,-0.039784933331733136
100,-0.2889238265544928,0.01029727686233093
100,-0.1693679530030183,-0.05205551788489579
100,-0.155043504350435,-0.01386138613861386
100,-0.18067315135404352,0.05932828879861265
100,-0.2006912732749671,0.1062652641179965
100,-0.18732673267326733,-0.03697569756975697
100,-0.2657369513819714,0.03401221751497186
100,-0.14078607860786077,0.010657065706570656
100,-0.20558055805580552,0.005628562856285628
100,-0.20074407440744074,-0.075007500750075
100,-0.19310394488916627,-0.011173385499801977
100,-0.1023528494020366,0.13240403482769172
100,-0.11586628182587354,-0.03275747229206295
100,-0.09977797779777978,0.03301530153015301
100,-0.21581287616487346,-0.034377644030267204
100,-0.23304489756729838,-0.053022574799275114
100,-0.1886753957490729,0.07109681600518465
100,-0.18206257575939416,0.0012841592357452326
100,-0.06427997071636883,0.021422656409394766
100,-0.08093803631650326,0.08066200208825895
100,-0.2492484203325552,-0.1287676493708333
100,-0.2561416141614161,0.060378037803780364
100,-0.3604286931579516,-0.023114866243414186
100,-0.23796722452579971,0.010975163367316937
100,-0.1508619913710853,0.1316479546831964
100,-0.20218421842184214,0.04519651965196519
100,-0.2576839528101485,0.08167012709575988
100,-0.20828807853632483,-0.004410467509556012
100,-0.20699669966996698,0.05981398139813981
100,-0.16525652565256524,0.10485448544854484
100,-0.1080294511218189,-0.019064020786203336
100,-0.14332177189971557,0.09954034300253231
100,-0.18081008100810078,0.07595559555955594
100,-0.2102060655521285,0.0745172401377771
100,-0.17719771977197715,0.07443144314431442
100,-0.1571317131713171,0.006480648064806481
100,-0.17203720372037204,0.06723072307230722
100,-0.2016081608160816,0.07057905790579058
100,-0.21337661792149965,0.082802777094372
100,-0.254576985160427,0.054935823197258905
100,-0.13204399666364633,0.050087309254781005
100,-0.16889288928892887,-0.023426342634263426
100,-0.1771377137713771,-0.09417341734173416
100,-0.2147254725472547,0.030327032703270324
100,-0.1453140189383484,-0.12707175689785535
100,-0.2762382535434394,-0.008389040240989883
100,-0.17373354295932697,0.0348523216878893
100,-0.17185221633493147,0.0521875318783791
100,-0.17970597059705967,-0.06827482748274827
100,-0.07310106453200198,-0.11179386243894243
100,-0.24233404942212838,-0.046241733975012904
100,-0.15315931593159313,-0.07564356435643564
100,-0.2946732353629484,-0.005310562919669483
100,-0.18743924246606583,-0.09530381767339151
100,-0.13308810733937798,0.04839512988376768
100,-0.1670007080878029,-0.03704859402565918
100,-0.20551578467317536,0.0403902813698252
100,-0.060522052205220514,-0.09850585058505851
100,-0.1915151515151515,-0.22528652865286528
100,-0.1779177917791779,-0.08028802880288027
100,-0.22655401472556086,0.026828843857448888
100,-0.25798399001476185,0.025347143045737673
100,-0.12204693697531936,-0.07452189932132805
100,-0.25191719171917193,0.04848484848484848
100,-0.25644918361346297,0.10196880869372153
100,-0.2169336933693369,-0.03389138913891389
100,-0.19166631662956274,-0.04801108917545259
100,-0.14421842184218422,-0.0031563156315631558
100,-0.17489348934893487,0.08108010801080108
100,-0.21335045545647663,-0.10166460641119499
100,-0.11557155715571556,-0.006816681668166816
100,-0.1798663034216243,-0.005040625037504652
100,-0.16558055805580557,-0.03219921992199219
100,-0.13825714388584184,-0.09062323728142291
100,-0.27576357635763576,-0.0363036303630363
100,-0.16341532202413453,-0.06616901391547504
100,-0.07471947194719472,-0.0879207920792079
100,-0.19093423902933707,0.07152158128761649
100,-0.206163853368457,0.007206763916975199
100,-0.17968904703898614,-0.01943606022238357
100,-0.3815421542154215,-0.08855685568556854
75,-0.26593262774553317,0.13451689996585864
75,-0.18992887624466573,-0.1568990042674253
75,-0.15972459314897006,0.10111528394218731
75,-0.31375896210310683,-0.03653123933082963
75,-0.24062588904694168,-0.17456614509246085
75,-0.16432432432432434,-0.07411095305832147
75,-0.28035960682228767,-0.22991792201880534
75,-0.16089108910891084,-0.1334357573688403
75,-0.3347652916073968,0.07376955903271692
75,-0.13915443268464775,-0.20089336519858877
75,-0.2756913622396722,0.07616365084784339
75,-0.23773756686013425,-0.11454421304199384
75,-0.08957453164340885,0.035974907182178974
75,-0.20257756155848586,-0.1737009061295324
75,-0.25003200614517984,-0.06715600506408341
75,-0.1380085348506401,0.018207681365576104
75,-0.169701280227596,-0.054879089615931714
75,-0.17369409354728574,0.03914874246045293
75,-0.33165471719585743,-0.1045863207010356
75,-0.2590896159317212,-0.0625035561877667
75,-0.2042958748221906,0.09735419630156474
75,-0.2984068278805121,-0.2987766714082503
75,-0.21487908961593172,-0.11163584637268847
75,-0.2155791689782216,-0.016486721005988702
75,-0.2798167747809263,0.19440650961647885
75,-0.33077284171894333,-0.24994665642470018
75,-0.2144411727051594,0.11480959899856326
75,-0.15967510206404073,-0.009914792529054467
75,-0.1767450461599738,0.033272166033656236
75,-0.34127085733794216,-0.06394116559268269
75,-0.2193456614509246,0.004153627311522048
75,-0.33766714082503557,0.08099573257467994
75,-0.31091480675400784,-0.03398341370432011
75,-0.13887822017382892,0.02852103159362153
75,-0.18313986571070898,0.007767156025947421
75,0.005946284283600773,-0.13923978604757026
75,-0.17834992887624465,-0.061365576102418204
75,-0.2800751077540221,0.03449551202719811
75,0.014921976130528172,-0.12453946713324514
75,-0.11985775248933142,0.012859174964438124
75,-0.0322195194810737,-0.09202122363049259
75,-0.17375780594318552,0.11395610179376661
75,-0.1514366998577525,-0.02785206258890469
75,-0.23248933143669986,0.11263157894736842
75,-0.23880512091038403,-0.11095305832147938
75,-0.08355618776671407,0.005718349928876244
75,-0.17456614509246085,-0.018776671408250355
75,-0.10711847046773641,0.11528394218732216
75,-0.42827067241354777,-0.0167427701674277
75,-0.13123755334281648,-0.01661450924608819
75,-0.20324324324324325,0.03556187766714082
75,-0.11342816500711236,-0.04958748221906117
75,-0.27404119722317055,-0.19867417776260382
75,-0.0889770836000512,-0.05919003115264797
75,-0.1861450924608819,0.12870554765291606
75,-0.09829302987197723,0.0903556187766714
75,-0.13376955903271692,0.038947368421052626
75,-0.34607943552975984,0.02930465460339137
75,-0.35229018492176384,-0.0534850640113798
75,-0.34330014224751065,-0.05871977240398293
75,-0.17569239960739128,-0.04707037084453548
75,-0.1434139402560455,-0.10714082503556188
75,-0.0604987268666695,0.024594944451556917
75,-0.36455192034139394,-0.004665718349928875
75,-0.30812671588500545,0.12269022318951905
75,0.005803698435277382,0.007965860597439544
75,-0.2245234708392603,0.052347083926031296
75,-0.17971550497866287,-0.0034708392603129442
75,-0.20193456614509245,0.001763869132290185
75,-0.29186344238975814,-0.03254623044096728
75,-0.3070171695187698,-0.08826583592938732
75,-0.17074211581957066,-0.16280459181496176
75,-0.021650071123755332,0.06065433854907539
75,-0.11960170697012801,0.022304409672830722
75,-0.2404267425320057,-0.12440967283072546
75,-0.26878049474387966,0.00994324243588102
75,-0.2907153729071537,0.13782557362124637
75,-0.26867709815078233,0.11021337126600284
75,0.004836415362731152,0.024665718349928874
75,-0.263005163658089,0.09250487204654405
75,-0.3217257713480988,0.0736994836341911
75,-0.26454145862672296,0.013840879671119076
75,-0.29667140825035565,0.033285917496443815
75,-0.03897581792318635,0.0537126600284495
75,-0.0604551920341394,-0.057325746799431004
75,-0.2901564722617354,0.052233285917496444
75,-0.2881833311995903,-0.08948918192292919
75,-0.1262588904694168,-0.18059743954480795
75,-0.28526315789473683,0.045746799431009955
75,-0.10443812233285917,0.07931721194879089
75,-0.14204836415362732,-0.10438122332859175
75,-0.1442958748221906,-0.115049786628734
75,-0.1613940256045519,-0.009587482219061166
75,-0.17907135541140318,0.031751451007169675
75,-0.12170697012802274,0.012859174964438124
75,-0.3211379800853485,-0.12549075391180653
75,-0.004608819345661451,-0.10577524893314368
75,-0.3139012177079777,-0.09147035393194491
75,-0.24858106089702553,-0.1050797308638814
75,-0.036344755970924195,-0.10325893682698187
75,-0.2865149359886202,-0.011834992887624464
75,-0.1842674253200569,0.017809388335704123
75,-0.20286206062675144,0.020327458427573646
75,-0.04944804825310116,-0.1758279276203482
75,-0.09321611971720793,0.10917651744690535
75,-0.09524893314367,-0.000995732574679943
75,-0.1984523250686354,-0.13694362650962316
75,-0.27462304409672833,-0.04221906116642959
75,-0.2027027027027027,0.008904694167852062
75,-0.08021451229747222,-0.10573407872089219
75,-0.15000213374301197,-0.0250501429607818
75,-0.2306532377375668,-0.061682030271992705
75,-0.1667709815078236,0.07496443812233286
75,-0.24167852062588902,0.013684210526315788
75,-0.37208376010014793,-0.026431091385000563
75,-0.1281241553933911,-0.06923284826242193
75,-0.05345661450924609,0.028847795163584634
75,-0.0826327543777294,-0.00052632327629127
75,-0.20644133378855123,-0.045095026744053704
75,-0.281867451884095,-0.0178238666268368
75,0.05351351351351351,0.07186344238975818
75,-0.1416663110428313,-0.04601772429195294
75,-0.27398682769313926,-0.05386989857608216
75,-0.2992318634423897,-0.039943100995732575
75,-0.3655955276746468,0.1294328511074126
75,-0.37185615113235454,0.15244110617958345
75,-0.14158096132235165,-0.05236205351427474
75,-0.24326092832045973,0.04516422708715628
75,-0.1815530804136616,-0.155436065946884
75,-0.2216216216216216,0.1595163584637269
75,-0.22995732574679942,0.002503556187766714
75,-0.16923427075776326,0.014267628273517404
75,-0.02798048336391698,-0.13418398554744732
75,-0.07187868959729156,0.03310146659269691
75,-0.2915688701119504,0.06109617491002716
75,-0.1939402560455192,0.032375533428165
75,-0.27663024923181967,0.014083304882212357
75,-0.06981507823613087,0.09007112375533428
75,-0.16325979032418667,-0.1619226447033386
75,-0.1427027027027027,-0.01561877667140825
75,-0.27088578784904477,0.09608956030669
75,-0.2387049049732559,0.14430408558097188
75,-0.26209476663963927,0.10692897480760748
75,-0.1301564722617354,-0.18773826458036985
75,-0.23560373278707178,0.018265619665414814
75,-0.32183957097540505,0.0017781191766596963
75,-0.05140825035561877,-0.05334281650071124
75,-0.17633001422475103,-0.011266002844950213
75,-0.08835118564986699,-0.0012660208537817038
75,-0.20806839357601103,0.019815360104695656
75,-0.2252916073968705,0.06310099573257467
75,-0.2656614509246088,0.0048933143669985775
75,-0.19029871977240398,0.018065433854907536
75,-0.07615931721194878,-0.04347083926031294
75,-0.22938833570412517,-0.09391180654338549
75,-0.29418459087288035,0.0828496642767725
75,-0.23247410947991345,-0.12000682826903376
75,-0.15926031294452347,0.10452347083926031
75,-0.1539118065433855,0.21240398293029872
75,-0.1714651493598862,0.013655761024182077
75,-0.24381223328591747,-0.10036984352773824
75,-0.30776671408250356,0.03741109530583214
75,-0.24479722328909367,0.07213473875873055
75,-0.2535882444984992,-0.11298880496166373
75,-0.19227267554341637,-0.04341641060657789
75,-0.2685813453960938,0.103315836640635
75,-0.07046941678520625,0.005547652916073968
75,-0.2029474103472311,-0.18675941336292123
75,-0.35450006401229034,-0.12954665073471883
75,-0.14529160739687053,-0.05800853485064011
75,-0.14155251141552508,0.04880581516095535
75,-0.2274996799385482,0.10260458896997111
75,-0.1469985775248933,0.22412517780938832
75,-0.1586913229018492,0.08816500711237552
75,-0.12783088653692953,-0.11855582109935128
75,-0.2968705547652916,0.024694167852062587
75,-0.24169227267554336,0.0058893820416524405
75,-0.20209391314243444,0.0015220700152206999
75,-0.20281650071123752,0.02344238975817923
75,-0.2666002844950213,0.02440967283072546
75,-0.2260881934566145,-0.08921763869132289
75,-0.1002275960170697,0.19192034139402558
75,-0.25726884779516357,-0.1017923186344239
75,-0.28001820794036897,-0.02869173103458086
75,-0.2912843710436848,-0.0746383305594674
75,-0.0809103840682788,-0.00790896159317212
75,-0.4833496920297586,-0.05489409522183814
75,-0.02544844165635357,0.016543620819641815
75,-0.18262774553317396,0.004438374871969956
75,-0.11431009957325747,-0.09320056899004268
75,-0.35999999999999993,-0.017951635846372688
75,-0.18438122332859175,-0.004751066856330015
75,-0.15860597439544805,0.03658605974395448
75,-0.24852416108337244,0.12223502468029415
75,-0.026842487090854773,-0.07247613764064921
75,-0.24315789473684207,0.1089900426742532
75,-0.13701280227596016,-0.1017923186344239
75,-0.09587482219061165,-0.014907539118065433
75,-0.05627311522048364,-0.09365576102418208
75,-0.10835147014893526,0.03782415112590506
50,-0.1951020408163265,-0.006290516206482593
50,-0.18661160199769494,0.12072608528620822
50,-0.3857382953181272,0.10271308523409363
50,-0.11865546218487394,0.08360144057623049
50,-0.24705882352941175,-0.18876350540216086
50,-0.021368547418967588,0.15937575030012002
50,-0.3232172869147659,-0.131140456182473
50,-0.27788715486194476,0.03423769507803121
50,-0.2809603841536614,-0.15534213685474188
50,-0.3231212484993997,-0.1506362545018007
50,0.020024009603841535,0.022040816326530613
50,-0.0398079231692677,-0.001680672268907563
50,-0.09882827506723013,-0.039473684210526314
50,-0.24990395697272377,-0.04139454475605071
50,-0.291140456182473,-0.04
50,-0.3310924369747899,0.09262905162064825
50,-0.4122166730695352,-0.1239915482135997
50,-0.1011333077218594,0.10276603918555513
50,-0.037791116446578635,0.15236494597839134
50,-0.135078031212485,0.05997599039615846
50,-0.0885954381752701,0.025210084033613446
50,0.008212862014312473,-0.13644877767638441
50,-0.12192076830732293,-0.13709483793517407
50,-0.028908951210142145,-0.06165962351133308
50,-0.20278511404561822,-0.04067226890756302
50,-0.13536614645858341,0.037695078031212484
50,-0.1829051620648259,0.10818727490996398
50,-0.21891956782713082,-0.011092436974789914
50,-0.28614645858343335,0.011764705882352943
50,-0.23102040816326527,0.0331812725090036
50,-0.11683073229291716,-0.1537094837935174
50,-0.2167106842737095,0.010996398559423769
50,-0.2557022809123649,0.08312124849939975
50,-0.4466266506602641,0.07687875150060022
50,-0.16907563025210082,-0.04835534213685474
50,-0.19644657863145257,0.08513805522208882
50,-0.25882522453292345,-0.0773738052927333
50,-0.02669996158278909,0.08980023050326548
50,-0.16283313325330132,-0.03154861944777911
50,-0.12566626650660262,0.06813925570228091
50,-0.2729542835190165,0.09085670380330388
50,-0.11145258103241296,-0.09704681872749099
50,-0.2230492196878751,-0.142953181272509
50,-0.2923889555822329,-0.026554621848739496
50,-0.24705882352941175,0.43759903961584634
50,0.07351740696278511,-0.17234093637454984
50,-0.618343337334934,0.06948379351740695
50,-0.2276219746446408,0.015270841336918941
