condition,dir_true,dir_rotate,excess,ci_low,ci_high,rho_true,rho_rotate,n_genes_true,n_genes_rotate
win2m,0.0,0.0461566091954023,-0.0461566091954023,-0.0923132183908046,0.0,0.1708250420939844,-0.07035052808816777,140,140
