setting,metric,mean,ci_low,ci_high,n_genes
linear_pairwise,directional,0.5751257275244391,0.567949369949709,0.5823020850991694,17697
linear_pairwise,rotate,0.675368706560434,0.6682488557382608,0.6822060236198225,17697
linear_pairwise,excess,-0.1002429790359948,-0.10770328304232356,-0.09312171554500766,17697
