gene,abs_near_true,abs_max_true,near_excess_W,near_excess_A,max_excess_W,max_excess_A,delta_abs_corr_true,deltacorr_excess_W,deltacorr_excess_A,score
L3MBTL2,0.0024278804224249,0.0053245318628677,-0.014512022832669,-0.0012912421145797998,-0.0116153713922262,0.0008976344165359997,0.0164327558771413,-0.0017094725971309004,0.0050372209305158,23812.0
SULT6B1,0.0053859589215235,0.0100691972619047,-0.0048108059962202,-0.0010538336495065003,-0.00012756765583899973,0.0036294046908746996,0.0041190587568908,-0.0007797946159955995,0.0093455601216362,23799.0
PAPPA,0.006476479348441,0.006476479348441,0.0045833431622377,-0.0012534881431717996,0.0008448445446104002,-0.0012534881431717996,-0.0048975577078288,0.0045994057235803,0.0028309046520594,23786.0
ADAD1,0.0086706908489502,0.0086706908489502,0.0054573680521978005,0.0048108914438833,0.0054573680521978005,0.0048108914438833,0.0036973931303035,0.0007353903255844,-0.0029312679964835003,23783.0
ALDOA,0.0211688856508232,0.0671896203775389,-0.0759430252442536,-0.003008177918994402,-0.029922290517537906,0.010646920968392294,0.0354511731310413,-0.0085565366388771,0.001789162788650496,23782.0
EPHA4,0.0010658188869782,0.0140390445032446,-0.0068685519243779,-0.0074485820335074,0.006104673691888499,0.005524643582759,0.0040801918099572,-0.0005420422763469006,0.012721203406930798,23775.0
DDX56,0.0099294787354966,0.0883844792444239,-0.002926673258746501,-0.0076934485359723,0.0585783277519767,0.0595777666701734,0.0060989430118701,0.0099919791298621,0.0025259643198918004,23767.0
NT5DC4,0.0558736467972013,0.0909843339518304,-0.030295438074884697,8.808881721599632e-05,-0.005214466311939794,0.035198775971845106,0.0185201020274735,-0.0339204057156807,0.0034195824091680996,23767.0
OCEL1,0.0039857650296193,0.0059862749723977,-0.0018247305712519,-0.0011250316620691004,-0.002058839933751399,0.0008754782807093003,0.030372778747414,-0.008223364676866605,0.0015772655659978992,23759.0
DSPP,0.0075165875456798,0.016628862597476,-0.0030200680553171995,0.004028052019792399,0.006092206996479001,0.0098835736156772,5.0129003510219344e-05,-0.0022393954556354807,0.003707069052251119,23755.0
RTKN,0.0057811035221238,0.0224034603003037,-0.028613567289384904,0.0003737558357248998,-0.011991210511205004,0.016882381880457698,0.0296956229275894,-0.014851703694841602,0.00039590297325679813,23753.0
PARP3,0.001538905853436,0.0141350090686706,-0.011412392171989898,0.0013539903388647,0.0011837110432447,0.005362398021721199,-0.0183826068947164,-0.005016145387429501,0.013554050607541598,23746.0
PGAP1,0.0084379840905225,0.0084379840905225,0.005272993445159,0.0037806774932707,0.005272993445159,-0.002694033399472001,-0.0016137912940435,0.0028475838717765996,-0.0088210285704993,23742.0
GRHPR,0.0046956158123872,0.0081178691700419,0.0034236158968790004,-0.0092126197033922,0.0033221651150673005,-0.005790366345737499,0.0115995345692806,-0.0012943932054797005,0.0009761371339014994,23741.0
PARL,0.004320553176729,0.0210980838954672,-0.030807533881471196,-0.012663528313452299,-0.014030003162732996,0.004114002405285901,0.0086553284294931,0.0114375031715246,0.0032132818253804993,23739.0
CNOT9,0.0140472476003276,0.0590249482892698,-0.0006808278762179994,-0.0015787736044686976,0.03254030037134051,0.020845254014403902,0.0102097310041067,0.006819158307954501,-0.0064191400922557,23726.0
SAV1,0.0036568739520306,0.0182126714662412,-0.009195572795057,-0.011024293303184201,0.0053602247191536015,0.0035315042110264008,0.0452750841732011,0.0021823758642433994,-0.0033317045933361975,23718.0
SMU1,0.0063870371933491,0.065500923397889,-0.039209675764709004,-0.0900605896945314,0.012244666534092001,-0.030946703489991498,-0.0026895636225497,0.0129149017783759,0.019509893586318203,23717.0
SHISA3,0.0044189805561267,0.0085784025760332,0.0028872514256837994,-0.015302067738364702,0.005270501368554899,-0.011142645718458202,0.0019526263737237,-0.0007076287762602998,0.0049699482890121,23716.0
CNNM3,0.0219387997513416,0.0219387997513416,0.0033138025036410987,0.0029595915694109985,0.0033138025036410987,0.0029595915694109985,-0.0084567785114631,-0.013388462703421599,0.0079997274244013,23711.0
CCDC71L,0.0123013743248767,0.0123013743248767,0.0006537707367432997,0.006337150431323501,0.0006537707367432997,0.006337150431323501,-0.0079816287787701,-0.0084143921945912,0.0033412992295154004,23711.0
ZDHHC15,0.0065052381675112,0.0139302812816722,-0.0035532287894677996,-0.0202890786186376,0.0038718143246932006,-0.0128640355044766,0.0171980164515669,0.006452372929198199,-0.0249454422690688,23710.0
FAM13A,0.0042411580397928,0.0049530080546255,-4.926331797739953e-05,-0.0013471350760071,0.0006625866968553006,-0.0006352850611743999,0.005992392878454,0.0017852075637687995,0.0079564612367083,23710.0
AMPD2,0.0030051987302232,0.0117975040264337,0.0013270946560468002,-0.0015674762831080994,0.005230125975695099,0.0072248290131024,0.0091208986136291,0.0046511236130958,0.0021528674490534994,23702.0
RPL38,0.0020600950459339,0.0498091396037296,-0.0158983835511266,-0.0272714371614337,0.0318506610066691,0.020477607396362004,0.0282176619878964,0.005149688712619203,0.004833104136628002,23696.0
ACOT9,0.001499036068045,0.0090322030364375,-0.0026391171090322,-0.0020633172074172,0.0048940498593603,0.0037167662232445,0.0060836272863698,-0.0012799310575601006,0.0097499612358379,23694.0
MIXL1,0.0021653766255559,0.0033717780268801,0.0015608738672838003,-0.008744986212281,0.0010799819284621997,-0.007538584810956801,-0.026424377593542,0.004141869426196501,0.014303406820511504,23691.0
CERKL,0.0020028933336004,0.0186356316466923,-0.0083251522617166,-0.005778548835145201,0.0083075860513753,0.0083097196583949,-0.0013344588626622,0.015851774874056,-0.008423948651688,23691.0
GLI2,0.0059628330367597,0.0059628330367597,0.0019001257056894998,-0.0051492870730966995,-0.005509104659684299,-0.0199509521531053,-0.0030391219598863,-0.0105141258267687,0.008517923623011,23684.0
FOXO1,8.502242315442747e-05,0.0110738447428489,-0.010693981151317073,-0.0029329028858951726,0.0002948411683773994,-0.0017760035595863997,0.0097150698856387,0.008783074086754,-0.0169705263738271,23679.0
FAM180B,0.0,0.0706109356819055,-0.0265049884890938,-0.0471598605980957,0.03688937746462351,0.0234510750838098,0.0298773459999346,0.005080129971668401,-0.0668887916745152,23676.0
SHANK1,0.0018407694663711,0.0069054629370302,0.00076426260347,-0.0005317366190985997,-0.005259124087192499,0.0031979773034117,0.0098080625089762,1.321810105950165e-05,0.005419439133732701,23669.0
SULF1,0.0049660522410027,0.0264636937531254,-0.0057737262895245995,-0.005926272139865901,0.014924945973609098,0.015571369372256798,0.0027938727707412,0.0133550136885323,-0.0015945646210475,23666.0
HTRA2,0.0176291317570416,0.0176291317570416,0.0022530956461720986,0.0079336397962466,0.0022530956461720986,0.0079336397962466,-0.0120989278558652,0.0022023262987133,-0.0079935536230058,23655.0
IL10,0.0012602333584921,0.0094606450923963,-0.0010629210666071999,-0.0006802207772966999,0.0018381001601550009,0.007520190956607501,0.0262645429203413,-0.0030901625921062985,0.002278514943360302,23654.0
BLOC1S4,0.0110543753030298,0.0110543753030298,-0.0079960217628026,0.006175544202471599,-0.0079960217628026,0.004556265743710099,-0.0095237490890413,-0.0087222985901402,0.0040706164784118995,23646.0
SGIP1,0.0154023018446421,0.0154023018446421,0.0060374264175486,0.003883460046860899,0.0060374264175486,0.003883460046860899,-0.0023801152294639,0.0023284831714424996,-0.0144848383604176,23643.0
SEMA5B,0.0077633961883268,0.0077633961883268,-0.0045047074307487,0.0057705180307778,-0.0045047074307487,0.0048074496684814005,0.0046044791513763,-0.0087711906698881,0.0003554871077840003,23640.0
CCR3,0.0125193234098162,0.0156340661848404,0.0037062122993907,0.0005327723864773006,0.0019154520354656979,0.0036475151615014984,0.0139973157184599,7.81173894529013e-05,-0.010630557861622899,23640.0
SIX6,0.0105705460281561,0.0105705460281561,0.005883029918200101,0.008990509675952,0.005883029918200101,0.0080066570875277,-0.0182236842446859,-0.007590310309391401,0.0017979882004981983,23635.0
ABI1,0.0099043202813665,0.0099043202813665,0.0043479744583418,0.0072370148668035005,-0.0024190580827711996,0.006103800487568301,-0.0126259802066294,-0.0053531945818771,0.0033062884913097994,23634.0
CD68,0.0064052886936162,0.0064052886936162,0.0022832571573237004,0.004839070553073001,0.0022832571573237004,0.0045613890622292,0.0022407899600554,0.0022383852467823613,-0.0012580759600490997,23630.0
CRYBB3,0.0009186018133042,0.0073707603763499,-0.0086685830834185,-0.0020864094315643997,-0.0048979064676111,0.0043657491314813,-0.000418604510881,0.0131794920527918,-0.0043655663313944,23629.0
ACADM,0.003400979166319,0.003400979166319,0.0017835690274771,-0.020326435514302202,-0.0058580268189607,-0.024934738514477302,-0.0182982072084063,-0.0101639685991572,0.013193183768080801,23629.0
HNRNPC,0.0144716027043359,0.0144716027043359,0.0041015734626607,-0.017614145286253297,0.0041015734626607,-0.017614145286253297,-0.0164389632908752,0.0021346667307323985,0.008417541280286201,23626.0
ANXA11,0.0022780095338266,0.0032047107029935,0.00220538163277298,-0.0046163954123379005,-0.0008947151024644999,-0.009180121679328,-0.0176870621093318,-0.0024074088818457004,0.0122400855447364,23625.0
CBX8,0.0038504447017706,0.016104773060127,-0.0034608845522865,-0.0207818658134993,0.0087934438060699,-0.0085275374551429,0.0293106807629414,0.0034219275457141006,-0.022281676674095603,23622.0
MAP3K8,0.009287427374265,0.009287427374265,0.0005829390645136004,0.0043415518208997,-0.001247858166193199,0.0043415518208997,-0.0078586441734915,0.0062877435772105,0.0028767080869894004,23619.0
SEC24D,0.0050099787266019,0.0050099787266019,0.0004743885780083999,-0.005203907855981901,-0.0030362358758518997,-0.0155265598837402,0.0010535806622475,0.009443405930057,-0.022725155156198697,23616.0
IL1R1,0.0039584945675799,0.0087207249965862,-0.0063905432799671,0.0038029131909793996,-0.0016283128509608,0.0021274481716104998,-0.0018290307238973,0.0052564427451220995,0.0021541699108201004,23613.0
SLC4A1,0.0153472640529782,0.0153472640529782,0.0088578621994824,0.008267752687558898,0.0088578621994824,0.008267752687558898,-0.0111102760926258,-0.0012750034428662994,0.0010288284412630008,23610.0
ZNF500,0.006796606451908,0.0091894592776127,0.0008954975793328997,-0.0062536803366224,0.0032883504050376005,-0.0038608275109176995,-0.0028972393620907,0.0105378774112114,-0.0106308562395434,23600.0
GM2A,0.0060828093497095,0.0060828093497095,0.0035112117861526,-0.00020231212992660036,0.002699442664823,-0.0006063001827077003,-0.0075167161296845,-0.006933177775586399,0.0076359036527771,23600.0
OR13H1,0.009803019430133,0.009803019430133,0.0045333420355559,0.0078736825070085,0.0045333420355559,0.0072553757487154,-0.0115837301340805,7.216203722829918e-05,0.0023221714295541002,23596.0
FH,0.0024859038232821,0.0393042626031608,0.0008023383459151998,0.0017468912444588997,0.035786204864388,0.019096681380186997,-0.0004062062538482,-0.0052574474956575004,0.007935926064690499,23595.0
CILP,0.0053934570802827,0.0053934570802827,0.0017916565574419,-0.004147525161302901,0.0017916565574419,-0.004147525161302901,-0.015434278599674,0.004718913241201401,0.0128914242522482,23590.0
SPPL2C,0.0055996588120976,0.0055996588120976,-0.0024754890889703996,0.0043402198610671,-0.0024754890889703996,0.00045209128312679973,-0.0134501515850461,-0.0024262445775545,0.007613846181902301,23582.0
TRPM4,0.0104101289597415,0.0104101289597415,-0.0029635667253543,0.006891276173464299,-0.0029635667253543,0.0031249637756393996,-0.017090550882207,0.004555836022766199,-0.0124121018695885,23580.0
PEA15,0.0008032759766667,0.0173563520843538,-0.0011686408211060001,-0.0021748738061428997,0.0095394557851149,0.0143782023015442,0.0357399702641759,0.0012083534922184003,-0.004535197918132901,23571.0
IL17A,0.0039788905708601,0.007355038144454,-0.0011538090811854997,-0.005402983062570099,0.0022223384924084004,-0.002026835488976199,-0.0009502337991607,0.012802402563411901,0.0028496920057049,23546.0
SNAPIN,0.0073663803304198,0.0325859302968111,-0.0239797127176258,-0.011820204710727101,0.0012398372487655018,0.006907727191570401,0.0481562524227863,-0.0079532514619408,0.0025376500311643027,23539.0
ACBD5,0.0029888960051804,0.0106423024964161,0.0001224624674741998,-0.0122344832316902,0.0058817232165625,-0.005813018357933198,-0.0107778670257384,0.0014055788986585011,0.0155513756970253,23537.0
PIAS3,0.004402781893369,0.0142417869908989,0.0004739339106668997,0.0042522708606312,0.0056666029872429,0.0006625818731832,-0.0314847467627059,-0.020913843002025298,0.009815543102453098,23535.0
PTGS2,0.0088422620098023,0.0088422620098023,0.0043894491797646,0.0086315836431516,0.0037016055250799,0.0065646706075168995,-0.0100496974060863,-0.0066428870142971,0.0012489558105430003,23533.0
CGRRF1,0.0070864926576996,0.0087711287733678,-0.003165963218512399,-0.001224176284665499,-0.0014813271028441995,0.00046045983100270055,-0.0016440500998911,0.0133442105859923,-0.00026637170213319994,23532.0
CYB5RL,0.0017802973215481,0.0328846613901602,0.0015234899597104,-0.0324451535983262,0.024062010548697,-0.001340789529714101,0.0200901235528363,0.0015422290054467984,-0.0271481255039311,23527.0
COL4A6,0.0083636621466333,0.0114280103291684,-0.00019016141885860004,-0.004023191729730501,0.0028741867636764996,-0.000958843547195401,0.0099985693836413,0.0046286254463495,0.0070501358777728,23524.0
ERLIN1,0.004253404590935,0.0128505197267811,0.0030783084242184,-0.00016211078953599998,0.0092282092765866,0.0044772544881013995,0.0009703010031807,-0.0016113890034025,0.0055604455310574,23522.0
MYBPC1,0.0015528669409436,0.0120497546488617,-0.0027605008644426,-0.0076924274191461995,0.0077363868434755,8.883945886299996e-05,0.0023828268984107,-0.0076944073977323,0.0125795154857818,23521.0
VGF,0.0029397781263071,0.0225917964701334,-0.020565413708002498,-0.0165631876365318,-0.0009133953641762005,0.003088830707294498,-0.006762188384322,0.024691333559070397,0.011000425090324902,23518.0
ITM2B,0.0116144643727327,0.0116144643727327,0.0024727810963550995,-0.0021330987498965996,0.0024727810963550995,-0.0021330987498965996,0.0198969085779517,0.0004799134442808016,-0.008121251072006497,23518.0
NPTXR,0.0022436519955674,0.0069784077923042,0.0018018887503929999,-0.0062913831446602,0.0006929689830635008,-0.0015566273479233998,-0.0017370190430621,0.008755117792427899,0.003588074208775,23514.0
SCN3A,0.0043288925368123,0.0210994513772502,-0.0179277166552635,0.0032933795611226006,-0.0011571578148255983,0.0160006313778795,-0.0263024878259161,-0.016031432500985897,0.0116676175115836,23500.0
NR5A2,0.0087783613495452,0.0118731196898513,0.0016660093529734998,0.0005071930245526008,0.0047607676932796,0.0034077757803730006,-0.0086009890046806,0.0028219203114778005,0.011493514380984702,23499.0
ARHGAP10,0.001468144111877,0.0074206520621024,-0.007335625471836801,-0.0009754893954318001,-0.003246523149507299,0.0049770185547936,0.0398470897707061,-0.0193160121971995,0.0007102738939522985,23497.0
SLC8B1,0.0078540899027025,0.0078540899027025,0.003214126774502399,0.00037018440228799975,0.003214126774502399,0.00037018440228799975,0.0028722375139928,-0.0088997940072382,0.0047710663023052,23490.0
SGO2,0.0001603415378565,0.0240725496755107,-0.0142682943259273,-0.0137788020349911,0.008333063633991201,-0.010346753608950501,-0.0015134415562437,0.0059201384451496,0.0192133037659658,23485.0
ZNF318,0.0077895140076505,0.0150808000467217,-0.010940255919769,0.0048461264217513,-0.0036489698806977996,0.0102011740517306,-0.0107793693984869,0.006564032361839198,-0.0089805438396962,23480.0
H1-3,0.0308778659897646,0.0308778659897646,-0.010865366065969197,0.0012753065873311008,-0.010865366065969197,0.0012753065873311008,-0.0088481530793937,0.012521439009739102,-0.004272700000950899,23471.0
TSPAN5,0.000716542515524,0.0059297794739966,-0.0050518132801837,-0.0020576779304349,0.0001614236782889007,0.0031555590280377003,0.0191218488371415,0.005728674809968798,-0.006109299462332501,23468.0
ITSN2,0.0061683107203816,0.0117404805323008,0.004238254165286099,0.0053218921791437,0.0042750281461489,0.0009450122200787992,-0.0139586638206183,0.006668342808576198,-0.002008395829186601,23468.0
FADS3,0.0012959045312328,0.0014227316320283,0.0001722328500311,-0.0131945128336667,-0.0140320608904125,-0.0165587001171322,-0.0032137103768407,0.0126744413129969,0.0112342389607504,23464.0
BEND5,0.0082979548473394,0.0082979548473394,-0.0049808331992782,0.0027604581593021994,-0.0049808331992782,0.0027604581593021994,0.0041949141020885,0.0011627585576205,0.0049836708654079,23461.0
HLA-E,0.0041963326527731,0.0091957795463764,0.003904415167664,-0.0215983820100553,0.0054346284658238,-0.0201316479529228,-0.0266896107264301,0.010379499409068398,-0.0357811756958276,23458.0
TMC1,0.0117409773925252,0.0117409773925252,-0.0026538048207097008,0.003997557712452299,-0.0060459619586457,0.0034664738338929003,-0.0001892342638569,-0.0156826291577685,0.0046086964819976005,23450.0
MTMR6,0.0044132046732835,0.0309086440836856,0.0023615496784238996,-0.0032753981180730007,0.028856989088825998,0.014245186451948999,-0.0002379302074342,-0.0057542292161213,0.0073643454957702,23447.0
LCA5,0.0089923953056754,0.0089923953056754,0.0056661176575324,-0.0007345314398651999,0.0056661176575324,-0.0007345314398651999,-0.0021384113849506,-0.0021544709385308116,0.0033364691913767,23432.0
CALHM4,0.0102833932982466,0.0258040391069542,0.0028157571542327996,-0.0082394479548231,0.014506214051014099,0.003317895575521399,0.0150720159135544,0.0015589525710855996,-0.017153323961471803,23427.0
BAMBI,0.0065301940391038,0.0072560242514929,0.0011509491049535,-0.0062497375508196,0.0018767793173426004,-0.0055239073384304995,0.0097029298211206,0.005488540328261399,-0.0080436551392659,23422.0
BTN3A1,0.0003793121065734,0.0071782100019993,-0.0082745983716263,-0.0023881962916738,-0.0024367636593548006,0.0044107016037521,-0.0032882353539295,0.0160349287487176,0.0003077079795773003,23422.0
C12orf42,0.0035699412766933,0.0095065735949449,-0.0021967164092981,-0.0058231952422601995,0.0037399159089535,0.00011343707599139989,0.0214659029698663,0.0052860333827915995,-0.009936124913330797,23420.0
LDLRAD3,0.0096549916637027,0.0160613420424379,-0.0013404129771729997,0.005750634819344401,0.0050659374015622,0.0112342737774477,-0.0064590326510399,0.0019934172272306006,0.0044723965722376,23420.0
FAAH2,0.0109771986008358,0.0128254968247484,-0.0020282251761202,0.0006853447310779005,-0.00017992695220759962,0.0025336429549905008,-0.0063119045276874,-0.0021603490960562,0.013123195375306398,23416.0
TMEM229A,0.002488943611138,0.0074776817852124,0.0009665517231084999,0.0010474718117461,-0.0014836691209517,0.0022098178799327,0.0015522075560354,0.008762582172512,-0.0097723313575746,23413.0
PCDHGB4,0.008113046780957,0.008113046780957,0.006008012037226099,-0.008464908942924499,0.006008012037226099,-0.0100351991758429,-0.0019509075903106,0.0028255972486676004,-0.024211781065962102,23410.0
SCARB2,0.0044945881364734,0.0044945881364734,0.0024056420782704,0.0008037463965324004,0.0024056420782704,-0.0018753856517786,0.0139333021423789,0.0024705635919394994,-0.002087348577465198,23406.0
UGT1A10,0.0120461927216044,0.0120461927216044,0.0052212423590847,0.0072467553302498,0.0052212423590847,0.002139674862108301,-0.0369256010313459,0.005809464944770602,-0.0094149909240047,23402.0
TRIR,0.0014148327081729,0.021393940500052,-0.0044029755961521,-0.010798127327575,0.015576132195727,-0.013014306034145003,-0.0049170107280546,-0.0011544911159983005,0.019280227434944897,23396.0
DNAJC25,0.0116834879818096,0.0116834879818096,0.0068445321488631,0.009816370707011,0.0060860031669373,0.009816370707011,-0.02413399164037,0.0019559127550205987,0.0005860223487751982,23394.0
CHRND,0.0030435299217513,0.0498873248362181,-0.0181755713996889,-0.0206592318848113,0.028668223514777897,0.026184563029655498,0.0496738195092946,0.0029949138347366983,-0.014914065288840997,23392.0
MAGEB16,0.018397912147536,0.018397912147536,-0.005715544509253399,0.0005115950864257,-0.005715544509253399,0.0005115950864257,-0.0039946530668496,0.0058693535853151,0.012560549717323101,23391.0
LGALS9,0.0002940067574064,0.025271524326323,-0.0234333021687251,-0.0214880245349315,0.0015442154001914996,0.0028571217309242003,0.0864541188609391,0.001485509294533588,-0.013784743953886708,23390.0
PML,0.0149199598586284,0.0149199598586284,0.0014015952236869997,0.0053820252107973,0.0014015952236869997,0.0053820252107973,-0.0008573231793995,-0.0066289788021031,0.0032584423219433997,23387.0
CD86,0.0028097679414096,0.0224583231734607,-0.006625729375387601,0.0015198489845007,0.013022825856663499,0.0171988404570182,0.0193514312212529,0.0020728723392358997,-0.0016443246005090999,23386.0
ASS1,0.0033652479138884,0.005575058169792,0.00014737505165119975,-0.006979175628438801,0.0017875956976256997,-0.004769365372535201,-7.102871662936219e-05,0.004944756479295938,0.011342938907442137,23385.0
ODAD2,0.0091290785649714,0.0091290785649714,0.0034289915732416,0.0088842311924575,0.0034289915732416,-0.0004492326013065002,-0.0208250749056476,0.002777390111683098,-0.0121886396664291,23378.0
COMMD6,0.0024272436514064,0.0091829677578148,0.0008536528418773002,-0.010559122603087799,0.0037702858377201007,-0.0038033984966793985,0.0322684052514592,0.00015844491232230168,-0.016905891500039398,23378.0
FRMD8,0.0229101790205693,0.0229101790205693,0.005434733721016199,0.0101825406670814,0.005434733721016199,0.0101825406670814,-0.03814807574828,-0.006980565075906997,0.002086694360506805,23375.0
PRAME,0.0132162512498539,0.0225346769709544,-0.0070250696209492,-0.0111561801084392,0.0022933561001513003,-0.0018377543873386998,0.0180531496001215,0.008255816993352398,0.006085297884430799,23369.0
MAN2A2,0.00559544497678,0.00559544497678,0.0037869689515881003,0.0028814866458321004,-0.003882083179901399,-0.0078021561621928,-0.0406907488835492,0.011462886527784905,-0.019650803399468498,23369.0
SPINK6,0.0037576680989505,0.0065902715932893,0.0025091678325898,0.001994849680921,-0.0040423937358606,0.0035838245929573,0.0190616535483903,-0.008970523584997302,0.0010052456799530991,23368.0
GGT6,0.0124504728181941,0.0124504728181941,0.0084435836799891,0.007957315171454999,0.0060940047501184,0.004175612021122,-0.0162102430707496,0.0028335624940135987,-0.0088022694522767,23360.0
H3C1,0.0110610074246482,0.0354605054012151,-0.006336314468271501,0.002507363050485099,0.0180631835082954,0.0249297585530717,0.0225760414573331,-0.0009339927134420986,0.00015621865250799866,23359.0
SSTR3,0.0057283666129308,0.0062312678342282,-0.0021005300761634,0.0049072597918254,-0.0015976288548660003,-2.8710015093199627e-05,0.0065172122048013,0.0013877549862568,0.0009261791902973994,23352.0
SPATA6L,0.0066208860810309,0.0262958552558417,-0.0069611322867065995,-0.0120669472010527,0.012713836888104199,0.0047883225716806,0.0653460948790983,0.0014741161615545034,-0.0299664627104132,23351.0
RBBP8NL,0.000315450405818,0.0004203838110026,0.000253780366139854,-0.0042001200794274,-0.004508443090948,-0.0042036433661227,0.0047193563346208,0.004892008483284,0.0090912186137975,23351.0
FBXO21,0.0110603210580287,0.0110603210580287,0.006344931978929699,-0.0031467935044465004,0.006344931978929699,-0.0031467935044465004,0.0012325782665618,0.0014285886733676999,-0.0090380704234433,23337.0
RIMBP2,0.0028970797088928,0.0028970797088928,0.002806379072816083,0.0015857810257554998,-0.0012370352117811005,-0.0032350216215611006,-0.0027801903714922,0.0045294020375748,0.0080164425101882,23336.0
COQ2,0.0167930255949154,0.0533585022763082,0.0080992507818783,-0.003354121358739897,0.0348166039845302,0.0332113553226529,-0.0166152243586598,-0.00035150987551980234,0.0035090119811556006,23335.0
LY6H,0.0133367811728281,0.0133367811728281,0.0038445803022911992,0.0065610612225950994,0.0038445803022911992,0.0062222888610566,-0.0256996554585813,-0.008075631433604801,0.0064465319858836995,23335.0
ZMYM6,0.0039801776537924,0.0072796075315186,0.0014177298690754999,-0.007423026018744901,0.0012828217347802002,-0.0041235961410187,0.003600994649997,0.0074832821089433,-0.0203415883945091,23334.0
MICU1,0.003773559442206,0.0126678856321953,-0.0046891951578216,-0.0020908505162742,-0.0004927899066108007,0.0068034756737151,-0.0106664043228743,0.021005090270112298,0.0010913855827009,23326.0
ACP1,0.0034216775429586,0.0173536460896573,-0.0093456634280107,0.0033608703488626182,0.004586305118687999,0.0087777544226417,-0.0172732485687593,-0.006783906597025801,0.011054237118469298,23320.0
H4C3,0.0028952130775288,0.0157036064556529,-0.0057971226736533,-0.0060754152838866995,0.007011270704470799,0.0067329780942374,0.0162394999174061,-0.004219047760961801,0.008756178265173,23311.0
NFKBIZ,0.0055074429330295,0.0066061780226039,-0.0028498761905740994,0.0031602385708928006,-0.0018528861540814002,0.0008655028070974008,-0.0033206566143914,0.0077461742481995995,-0.011152191927723201,23307.0
PSEN2,0.0024838631525613,0.0093427845985646,-0.010987712585980601,-0.0012610925028062,-0.0041287911399773,0.0055978289431971,-0.0095987626935633,0.0188302301146752,-0.004475426433427701,23301.0
ARPIN,0.003448629392309,0.0050854646890853,0.0020775482053224997,-0.0046814595400466,0.00020975445025089943,-0.0030446242432703,-0.0347574102825558,0.0150588564848761,0.015378403362108696,23301.0
IL27RA,0.0032072223107863,0.0032072223107863,0.0021463997866618,-0.0041276013725668,0.0021463997866618,-0.0041276013725668,-0.0211660984459797,0.0016954624882653015,0.013940198084525103,23297.0
COA6,0.0021542103466319,0.022957259066903,0.0014912851154683,-0.0048471609143577,0.007010113574319701,0.0045536133606419,0.0135166944013094,0.0040666785847942,0.0021038975266494,23288.0
TRIM71,0.0186833971260505,0.0186833971260505,0.004046564857243201,0.0070716271289370004,0.004046564857243201,0.0070716271289370004,-0.0301523181330532,0.005319049378480798,0.006195692222837796,23286.0
TTC8,0.0033942163671741,0.0083135131175723,-0.003915656046486001,-0.0104603867645861,0.0010036407039122003,-0.005541090014187899,0.0083295167907385,-9.194000017380063e-05,0.011338342375026,23279.0
ZNF747,0.0019845583656308,0.010566246692465,0.0013517142995596,-0.014935615452711198,-0.0014294222168502995,-0.006353927125876999,0.0156799192745177,0.0036800842600855,-0.002578862866199301,23274.0
DDR1,0.0032688721853207,0.0032688721853207,0.0025819800981558,-0.0054699646890751,-0.0006035212111823,-0.0054699646890751,0.0019622458461568,0.0066453979668622005,-0.0106882613803376,23270.0
SAAL1,0.0065218064350759,0.0126869546046504,-0.010459568990601801,0.00017832331538439935,-0.004294420821027302,0.006343471484958899,-0.002115690657844,0.0128758998580006,-0.0037045097942348003,23266.0
KRT38,0.0036262615847326,0.0154783011561257,-0.010881805535296,-0.0161528824902187,0.0009702340360971014,-0.0043008429188256,0.0177173879781079,0.0005087863368913002,0.009252555711494002,23263.0
CFAP157,0.0030314733610956,0.0110902532794225,0.0003751460593904997,-0.010165215276941001,0.0032805886694601003,-0.0021064353586141005,0.0226869102713237,0.0031366007418971997,0.00011033656156110225,23262.0
C1QA,0.006073242819692,0.0158488607343756,-0.0006839155220566004,0.0006292723390452998,-0.0029905003073418986,0.010404890253728902,0.0095057652241458,-0.016564811464493998,0.006945091687618201,23258.0
ALAS1,0.0082370351754602,0.0116650798089997,-0.0132742991827132,-0.0016787334702695993,-0.0098462545491737,0.001749311163269901,0.0034366416108705,0.012330654603091799,0.0008492340475058997,23257.0
TRAPPC3L,0.0068851612674739,0.0101323170885857,-0.001976533817777801,0.0036725099735801,0.0012706220033339988,0.0046313398215364,0.0147548890872818,0.0009125713047577009,0.0005318618391031999,23253.0
ZBTB22,0.0097729689419351,0.0097729689419351,0.0017240921655191001,0.00027939199866739914,0.0016374994466591998,0.00027939199866739914,0.0004731966817829,0.0064602164299106994,0.008557214558589,23253.0
ZSCAN29,0.0037280781970298,0.008437117796443,-0.0015622051471861002,0.0011698395546013,0.003146834452227099,0.004302740187318699,0.0028870383362813,-3.7565523428800124e-05,0.008487953405527,23249.0
SMG5,0.0002748163619048,0.0160091567352293,-0.0013634140610298,-0.028450792388841403,0.003846345181065301,-0.0127164520155169,0.0039595565821217,0.011638927362724101,0.0017255672189397,23246.0
TBX4,0.0069013027576048,0.0069013027576048,0.0025810177729181996,-0.0079006837451534,0.0005859122428013,-0.0079006837451534,-0.0095856946428449,0.0110456673440154,-0.0172468328339032,23241.0
SENP7,0.0118437839184093,0.0118437839184093,0.0061903093682225,0.0100269511802326,0.0061903093682225,0.0088577752601024,-0.0153073844206096,0.001332982201536402,-0.0014037794774949004,23240.0
